chain,draw,score_cpxR,score_soxR
1,999,884.0,1682.0
2,0,-3091.0,-16680.0
2,1,-5431.0,-12116.0
2,2,-4577.0,-11916.0
2,3,-5130.0,-10693.0
2,4,-3474.0,-7137.0
2,5,-3573.0,-13519.0
2,6,-2473.0,-11453.0
2,7,-4262.0,-9465.0
2,8,-4023.0,-8291.0
2,9,-3017.0,-8185.0
2,13,-5502.0,-5904.0
2,14,-3307.0,-6421.0
2,16,-3585.0,-5198.0
2,17,-5502.0,-5904.0
2,20,-5502.0,-4681.0
2,27,-4160.0,-5432.0
2,31,-4314.0,-4681.0
2,34,-4184.0,-4258.0
2,35,-4051.0,-4385.0
2,41,-4343.0,-4350.0
2,43,-4028.0,-3211.0
2,46,-4184.0,-4258.0
2,49,-1845.0,-2874.0
2,50,-2767.0,-3692.0
2,51,-3751.0,-3065.0
2,57,-2299.0,-2002.0
2,58,-1389.0,-2518.0
2,68,-1217.0,-336.0
2,70,-2299.0,-2002.0
2,74,-1957.0,-1193.0
2,82,-1195.0,-1193.0
2,83,-1449.0,-1442.0
2,104,-1010.0,-811.0
2,105,-1195.0,-1193.0
2,107,-926.0,-175.0
2,108,-1010.0,-811.0
2,111,-1005.0,-267.0
2,113,-1010.0,-811.0
2,115,-821.0,-599.0
2,116,-1005.0,-267.0
2,117,-1010.0,-811.0
2,120,-623.0,72.0
2,121,-872.0,-491.0
2,125,-868.0,-811.0
2,127,-469.0,683.0
2,129,-821.0,-599.0
2,146,-561.0,6.0
2,160,235.0,-599.0
2,176,184.0,575.0
2,177,-561.0,6.0
2,180,402.0,-399.0
2,214,346.0,-24.0
2,216,-265.0,807.0
2,266,569.0,980.0
2,267,184.0,575.0
2,394,184.0,1749.0
2,400,184.0,575.0
2,430,280.0,883.0
2,499,738.0,624.0
2,500,569.0,862.0
2,611,619.0,763.0
2,652,619.0,881.0
2,719,1568.0,1764.0
2,720,738.0,683.0
2,999,738.0,683.0
3,0,-3488.0,-13014.0
3,1,-5884.0,-16251.0
3,2,-2637.0,-12209.0
3,3,-3464.0,-8311.0
3,4,-5130.0,-10634.0
3,5,-4262.0,-9465.0
3,7,-2473.0,-11453.0
3,8,-3017.0,-8185.0
3,9,-4023.0,-8291.0
3,12,-5502.0,-5904.0
3,13,-3307.0,-6421.0
3,14,-3016.0,-7078.0
3,19,-5069.0,-6740.0
3,22,-2760.0,-5855.0
3,25,-4160.0,-5432.0
3,27,-5502.0,-4681.0
3,28,-4314.0,-4681.0
3,31,-4160.0,-5432.0
3,33,-4184.0,-4258.0
3,34,-3472.0,-4407.0
3,36,-4394.0,-4350.0
3,41,-3472.0,-4407.0
3,42,-4028.0,-3211.0
3,43,-4343.0,-4350.0
3,46,-2767.0,-3692.0
3,48,-1845.0,-2874.0
3,49,-2767.0,-3692.0
3,50,-4028.0,-3211.0
3,54,-2299.0,-2002.0
3,57,-3751.0,-3065.0
3,58,-3121.0,-3191.0
3,63,-2735.0,-3055.0
3,67,-1217.0,-336.0
3,68,-1389.0,-2508.0
3,73,-1957.0,-1193.0
3,74,-2299.0,-2002.0
3,77,-2045.0,-1349.0
3,96,-1813.0,-852.0
3,100,-767.0,-1773.0
3,103,-1010.0,-811.0
3,104,-1449.0,-1442.0
3,106,-926.0,-175.0
3,107,-1195.0,-1193.0
3,111,-1127.0,-268.0
3,114,-821.0,-599.0
3,115,-1010.0,-811.0
3,117,-1005.0,-267.0
3,118,-635.0,131.0
3,120,-1010.0,-811.0
3,123,-1005.0,-267.0
3,124,-868.0,-811.0
3,125,-872.0,-491.0
3,126,-469.0,683.0
3,127,-868.0,-811.0
3,143,-561.0,6.0
3,146,-821.0,-599.0
3,159,235.0,-599.0
3,160,-623.0,82.0
3,179,402.0,-399.0
3,180,-561.0,6.0
3,253,-544.0,-283.0
3,264,569.0,980.0
3,266,-265.0,807.0
3,354,-214.0,-268.0
3,355,-253.0,738.0
3,360,-214.0,-268.0
3,362,-253.0,738.0
3,365,-214.0,-268.0
3,366,-253.0,738.0
3,372,-214.0,-268.0
3,373,-253.0,738.0
3,380,-214.0,-268.0
3,381,-253.0,738.0
3,386,-214.0,-268.0
3,387,-253.0,738.0
3,388,-214.0,-268.0
3,389,-253.0,738.0
3,396,-214.0,-268.0
3,397,-253.0,738.0
3,405,-214.0,-268.0
3,409,-253.0,738.0
3,414,-214.0,-209.0
3,429,280.0,883.0
3,430,184.0,634.0
3,535,461.0,1197.0
3,557,437.0,513.0
3,558,461.0,1197.0
3,570,437.0,513.0
3,571,461.0,1197.0
3,575,619.0,881.0
3,641,569.0,980.0
3,792,569.0,862.0
3,999,569.0,921.0
4,0,-3915.0,-13383.0
4,1,-2637.0,-12209.0
4,2,-3464.0,-9485.0
4,3,-3896.0,-10582.0
4,5,-4475.0,-10522.0
4,6,-4254.0,-9408.0
4,8,-4475.0,-10522.0
4,9,-4404.0,-9348.0
4,11,-5502.0,-5904.0
4,12,-3132.0,-7644.0
4,13,-3017.0,-8185.0
4,17,-5069.0,-6740.0
4,19,-3016.0,-7078.0
4,21,-2760.0,-5855.0
4,22,-5069.0,-6740.0
4,23,-5412.0,-6591.0
4,24,-4160.0,-5432.0
4,25,-2760.0,-5855.0
4,29,-4856.0,-5581.0
4,31,-4274.0,-5573.0
4,32,-4856.0,-5581.0
4,33,-3472.0,-4407.0
4,34,-4491.0,-3507.0
4,35,-4394.0,-4350.0
4,36,-3472.0,-4407.0
4,41,-4028.0,-3211.0
4,42,-3472.0,-4407.0
4,45,-2767.0,-3692.0
4,46,-1845.0,-2874.0
4,48,-2767.0,-3692.0
4,49,-4184.0,-4258.0
4,51,-2299.0,-2002.0
4,54,-4028.0,-3211.0
4,55,-3121.0,-3191.0
4,58,-3751.0,-3065.0
4,59,-2735.0,-3055.0
4,63,-3121.0,-3191.0
4,66,-1217.0,-336.0
4,67,-2735.0,-3055.0
4,72,-1957.0,-1193.0
4,73,-1389.0,-2508.0
4,76,-2045.0,-1349.0
4,77,-2299.0,-2002.0
4,86,-2207.0,-2284.0
4,89,-2275.0,-2075.0
4,91,-2184.0,-1110.0
4,93,-1813.0,-852.0
4,96,-2045.0,-1408.0
4,97,-1010.0,-1985.0
4,98,-767.0,-1773.0
4,100,-1813.0,-852.0
4,102,-1010.0,-811.0
4,103,-767.0,-1773.0
4,105,-926.0,-175.0
4,106,-1449.0,-1442.0
4,110,-1127.0,-268.0
4,111,-1195.0,-1193.0
4,113,-821.0,-599.0
4,114,-1127.0,-268.0
4,116,-635.0,131.0
4,118,-1005.0,-267.0
4,123,-1010.0,-811.0
4,124,-1005.0,-267.0
4,136,-1005.0,775.0
4,142,-561.0,6.0
4,143,-868.0,-811.0
4,158,235.0,-599.0
4,159,-821.0,-599.0
4,177,402.0,-399.0
4,179,-623.0,82.0
4,199,-543.0,-658.0
4,205,-623.0,82.0
4,225,-543.0,-658.0
4,226,-623.0,82.0
4,229,-543.0,-658.0
4,231,-623.0,82.0
4,234,-543.0,-658.0
4,235,-623.0,82.0
4,238,-543.0,-658.0
4,239,-623.0,82.0
4,246,-543.0,-658.0
4,249,-623.0,82.0
4,252,-544.0,-283.0
4,253,-561.0,6.0
4,261,569.0,-194.0
4,263,569.0,980.0
4,264,-488.0,-283.0
4,332,-543.0,-540.0
4,334,-488.0,-283.0
4,353,-214.0,-268.0
4,354,-253.0,738.0
4,355,-214.0,-268.0
4,360,-253.0,738.0
4,362,-214.0,-268.0
4,365,-253.0,738.0
4,366,-214.0,-268.0
4,372,-253.0,738.0
4,373,-214.0,-268.0
4,380,-253.0,738.0
4,381,-214.0,-268.0
4,386,-253.0,738.0
4,387,-214.0,-268.0
4,388,-253.0,738.0
4,389,-214.0,-268.0
4,396,-253.0,738.0
4,397,-214.0,-268.0
4,405,-253.0,738.0
4,409,-214.0,-268.0
4,414,-253.0,738.0
4,427,280.0,883.0
4,429,-214.0,-209.0
4,448,-253.0,738.0
4,450,-214.0,-209.0
4,479,-253.0,748.0
4,480,-214.0,1014.0
4,484,28.0,23.0
4,533,461.0,1197.0
4,535,184.0,575.0
4,548,437.0,513.0
4,557,461.0,1197.0
4,558,437.0,513.0
4,570,461.0,1197.0
4,571,437.0,513.0
4,919,466.0,631.0
4,999,466.0,631.0
5,0,-4973.0,-15845.0
5,1,-5214.0,-11803.0
5,2,-4109.0,-11741.0
5,3,-2932.0,-11035.0
5,4,-4475.0,-10522.0
5,5,-4254.0,-9408.0
5,6,-4475.0,-10522.0
5,8,-4405.0,-10834.0
5,10,-5502.0,-5904.0
5,11,-3132.0,-7644.0
5,12,-4023.0,-8291.0
5,16,-5069.0,-6740.0
5,17,-3017.0,-8185.0
5,22,-5412.0,-6591.0
5,23,-5069.0,-6740.0
5,24,-2767.0,-6040.0
5,25,-3753.0,-6022.0
5,26,-4856.0,-5581.0
5,29,-4274.0,-5573.0
5,31,-4856.0,-5581.0
5,32,-4274.0,-5573.0
5,33,-4394.0,-4350.0
5,35,-4491.0,-3507.0
5,36,-4469.0,-4404.0
5,44,-2767.0,-3692.0
5,45,-1845.0,-2874.0
5,46,-4343.0,-4350.0
5,50,-2299.0,-2002.0
5,51,-4184.0,-4258.0
5,54,-3121.0,-3191.0
5,55,-4028.0,-3211.0
5,63,-1217.0,-336.0
5,66,-3121.0,-3191.0
5,67,-3121.0,-2017.0
5,71,-1957.0,-1193.0
5,72,-2735.0,-3055.0
5,73,-2421.0,-2523.0
5,74,-2421.0,-1349.0
5,76,-1389.0,-2508.0
5,78,-2428.0,-2448.0
5,83,-2391.0,-1985.0
5,85,-2207.0,-2284.0
5,86,-2299.0,-2002.0
5,87,-2299.0,-901.0
5,89,-2184.0,-1110.0
5,91,-2275.0,-2075.0
5,92,-1813.0,-852.0
5,93,-2184.0,-1110.0
5,95,-1010.0,-1985.0
5,97,-767.0,-1773.0
5,98,-1010.0,-1985.0
5,101,-1010.0,-811.0
5,102,-1813.0,-852.0
5,103,-1384.0,-1334.0
5,105,-767.0,-1773.0
5,111,-821.0,-599.0
5,113,-1195.0,-1193.0
5,115,-635.0,141.0
5,116,-1127.0,-268.0
5,141,-561.0,6.0
5,142,-1005.0,775.0
5,149,-895.0,-399.0
5,156,235.0,-599.0
5,158,-868.0,-811.0
5,176,402.0,-399.0
5,177,-821.0,-599.0
5,198,-543.0,-658.0
5,199,-623.0,82.0
5,205,-543.0,-658.0
5,225,-623.0,82.0
5,226,-543.0,-658.0
5,229,-623.0,82.0
5,231,-543.0,-658.0
5,234,-623.0,82.0
5,235,-543.0,-658.0
5,238,-623.0,82.0
5,239,-543.0,-658.0
5,246,-623.0,82.0
5,249,-543.0,-658.0
5,322,-543.0,-540.0
5,332,-488.0,-283.0
5,334,-543.0,-540.0
5,338,-545.0,92.0
5,339,-543.0,-540.0
5,340,-545.0,92.0
5,341,-543.0,-540.0
5,343,-545.0,92.0
5,344,-543.0,-540.0
5,345,-545.0,92.0
5,346,-543.0,-540.0
5,347,-545.0,82.0
5,351,-214.0,-268.0
5,353,-488.0,-283.0
5,362,-543.0,683.0
5,364,-488.0,-283.0
5,409,161.0,-350.0
5,423,90.0,883.0
5,426,280.0,883.0
5,427,-253.0,738.0
5,448,-214.0,-209.0
5,450,-253.0,738.0
5,479,-214.0,1014.0
5,480,-253.0,748.0
5,537,259.0,513.0
5,577,180.0,866.0
5,578,184.0,516.0
5,579,180.0,866.0
5,580,184.0,516.0
5,581,180.0,866.0
5,584,184.0,516.0
5,585,180.0,866.0
5,586,184.0,516.0
5,587,180.0,866.0
5,589,184.0,516.0
5,590,180.0,807.0
5,592,184.0,516.0
5,593,180.0,807.0
5,594,184.0,516.0
5,596,180.0,807.0
5,597,184.0,516.0
5,606,180.0,807.0
5,607,184.0,516.0
5,610,180.0,807.0
5,612,184.0,249.0
5,613,180.0,807.0
5,616,184.0,249.0
5,617,180.0,807.0
5,618,184.0,249.0
5,620,180.0,807.0
5,624,184.0,249.0
5,628,180.0,748.0
5,632,184.0,249.0
5,634,180.0,807.0
5,635,184.0,308.0
5,636,180.0,807.0
5,637,184.0,308.0
5,638,180.0,807.0
5,639,184.0,308.0
5,640,180.0,866.0
5,641,184.0,308.0
5,642,180.0,866.0
5,643,184.0,308.0
5,644,204.0,599.0
5,655,184.0,308.0
5,656,204.0,599.0
5,659,184.0,308.0
5,660,204.0,599.0
5,675,184.0,308.0
5,676,204.0,599.0
5,679,184.0,308.0
5,680,204.0,540.0
5,684,184.0,308.0
5,685,204.0,599.0
5,686,184.0,367.0
5,688,204.0,599.0
5,713,184.0,367.0
5,714,204.0,599.0
5,719,184.0,308.0
5,720,204.0,599.0
5,730,184.0,308.0
5,731,204.0,599.0
5,749,184.0,367.0
5,750,204.0,599.0
5,758,184.0,367.0
5,764,204.0,599.0
5,765,184.0,367.0
5,766,204.0,599.0
5,770,184.0,367.0
5,771,204.0,599.0
5,774,184.0,367.0
5,776,204.0,599.0
5,779,184.0,367.0
5,780,204.0,599.0
5,784,324.0,634.0
5,999,324.0,575.0
6,0,-5214.0,-11803.0
6,1,-4109.0,-11741.0
6,2,-4475.0,-10522.0
6,4,-2932.0,-11035.0
6,8,-5502.0,-7005.0
6,9,-5502.0,-5904.0
6,10,-3132.0,-7644.0
6,11,-4404.0,-9348.0
6,15,-5069.0,-6740.0
6,16,-4023.0,-8291.0
6,18,-1401.0,-7263.0
6,19,-5412.0,-6591.0
6,22,-1401.0,-7263.0
6,23,-2767.0,-6040.0
6,24,-3753.0,-6022.0
6,25,-4856.0,-5581.0
6,26,-2767.0,-6040.0
6,27,-3936.0,-5773.0
6,28,-4274.0,-5573.0
6,29,-2760.0,-5855.0
6,35,-4469.0,-4404.0
6,36,-4491.0,-3507.0
6,40,-2767.0,-3692.0
6,44,-1845.0,-2874.0
6,45,-2477.0,-2012.0
6,47,-2299.0,-2002.0
6,50,-3121.0,-3191.0
6,54,-4184.0,-4258.0
6,59,-2595.0,-1510.0
6,60,-1217.0,-336.0
6,63,-2421.0,-2523.0
6,65,-1911.0,-2367.0
6,70,-1957.0,-1193.0
6,71,-2421.0,-2523.0
6,73,-2853.0,-2017.0
6,77,-2428.0,-2448.0
6,78,-1389.0,-2508.0
6,81,-2391.0,-1985.0
6,83,-2428.0,-1225.0
6,84,-2207.0,-2284.0
6,85,-2391.0,-1985.0
6,87,-2428.0,-1225.0
6,88,-2302.0,-1881.0
6,94,-1010.0,-1985.0
6,95,-2184.0,-1110.0
6,101,-1384.0,-1334.0
6,103,-1813.0,-852.0
6,113,-635.0,141.0
6,115,-1195.0,-1193.0
6,131,-561.0,-1217.0
6,132,-1195.0,-1193.0
6,140,-561.0,6.0
6,141,-1127.0,-268.0
6,149,-1113.0,-1111.0
6,150,-982.0,-350.0
6,172,-982.0,824.0
6,175,402.0,-399.0
6,176,-868.0,-811.0
6,208,-868.0,231.0
6,215,-868.0,-870.0
6,224,-910.0,557.0
6,225,-868.0,-870.0
6,238,-839.0,-617.0
6,240,-868.0,-870.0
6,242,-784.0,-526.0
6,257,-761.0,648.0
6,258,-761.0,-526.0
6,295,-761.0,565.0
6,296,-761.0,-658.0
6,308,-583.0,-658.0
6,327,-596.0,575.0
6,337,-545.0,92.0
6,338,-543.0,-540.0
6,339,-545.0,92.0
6,340,-543.0,-540.0
6,341,-545.0,92.0
6,343,-543.0,-540.0
6,344,-545.0,92.0
6,345,-543.0,-540.0
6,346,-545.0,82.0
6,347,-543.0,-540.0
6,350,-214.0,-268.0
6,351,-543.0,-540.0
6,352,-545.0,82.0
6,355,-543.0,-540.0
6,356,-545.0,82.0
6,357,-543.0,683.0
6,358,-545.0,82.0
6,359,-543.0,683.0
6,360,-545.0,82.0
6,361,-543.0,683.0
6,362,-488.0,-283.0
6,364,-543.0,683.0
6,365,-545.0,82.0
6,366,-543.0,683.0
6,368,-545.0,82.0
6,369,-543.0,683.0
6,372,-545.0,82.0
6,373,-543.0,683.0
6,378,-545.0,82.0
6,379,-543.0,624.0
6,381,-545.0,82.0
6,383,-543.0,624.0
6,384,-545.0,82.0
6,385,-543.0,624.0
6,386,-545.0,82.0
6,387,-543.0,624.0
6,389,-545.0,82.0
6,390,-543.0,624.0
6,392,619.0,-550.0
6,395,-545.0,82.0
6,397,619.0,-550.0
6,400,-545.0,82.0
6,408,161.0,-350.0
6,409,-488.0,-342.0
6,458,-533.0,23.0
6,459,-488.0,-342.0
6,462,-524.0,-448.0
6,463,-488.0,-342.0
6,475,-524.0,-448.0
6,477,-488.0,-342.0
6,481,-524.0,-448.0
6,482,-488.0,-342.0
6,483,-524.0,-448.0
6,484,-488.0,-342.0
6,492,-524.0,-448.0
6,493,-488.0,-342.0
6,496,-524.0,-448.0
6,497,-488.0,-342.0
6,514,-505.0,-507.0
6,516,-488.0,-342.0
6,520,-505.0,-507.0
6,521,-488.0,-342.0
6,524,-505.0,-507.0
6,526,-488.0,-342.0
6,534,-30.0,832.0
6,535,259.0,513.0
6,537,-253.0,738.0
6,539,-30.0,832.0
6,569,128.0,516.0
6,576,180.0,866.0
6,577,184.0,516.0
6,578,180.0,866.0
6,579,184.0,516.0
6,580,180.0,866.0
6,581,128.0,516.0
6,584,180.0,866.0
6,585,184.0,516.0
6,586,180.0,866.0
6,587,184.0,516.0
6,589,180.0,807.0
6,590,184.0,516.0
6,592,180.0,807.0
6,593,184.0,516.0
6,595,180.0,807.0
6,596,184.0,516.0
6,597,180.0,807.0
6,600,128.0,516.0
6,601,180.0,807.0
6,606,184.0,516.0
6,607,180.0,807.0
6,610,184.0,516.0
6,612,180.0,807.0
6,613,184.0,249.0
6,616,180.0,807.0
6,617,184.0,249.0
6,618,180.0,807.0
6,620,128.0,516.0
6,621,184.0,249.0
6,624,180.0,748.0
6,628,184.0,249.0
6,632,180.0,807.0
6,634,184.0,308.0
6,635,180.0,807.0
6,636,184.0,308.0
6,637,180.0,807.0
6,638,184.0,308.0
6,639,180.0,807.0
6,640,184.0,308.0
6,641,180.0,866.0
6,642,184.0,308.0
6,643,204.0,599.0
6,644,184.0,308.0
6,655,204.0,599.0
6,656,184.0,308.0
6,659,204.0,599.0
6,660,184.0,308.0
6,668,146.0,634.0
6,669,184.0,308.0
6,675,204.0,599.0
6,676,184.0,308.0
6,679,204.0,540.0
6,680,184.0,308.0
6,681,146.0,634.0
6,683,184.0,308.0
6,684,204.0,599.0
6,685,184.0,308.0
6,686,204.0,599.0
6,688,184.0,367.0
6,713,204.0,599.0
6,714,184.0,367.0
6,719,204.0,599.0
6,720,184.0,308.0
6,730,204.0,599.0
6,731,184.0,308.0
6,732,146.0,634.0
6,734,184.0,308.0
6,749,204.0,599.0
6,750,184.0,367.0
6,758,204.0,599.0
6,764,184.0,367.0
6,765,204.0,599.0
6,766,184.0,367.0
6,770,204.0,599.0
6,771,184.0,367.0
6,774,204.0,599.0
6,776,184.0,367.0
6,779,204.0,599.0
6,780,184.0,367.0
6,781,146.0,634.0
6,782,184.0,367.0
6,783,324.0,634.0
6,784,204.0,540.0
6,788,184.0,367.0
6,789,204.0,540.0
6,801,184.0,308.0
6,802,204.0,540.0
6,808,184.0,308.0
6,810,204.0,540.0
6,813,184.0,308.0
6,815,204.0,540.0
6,821,184.0,308.0
6,822,204.0,540.0
6,824,184.0,308.0
6,826,204.0,540.0
6,827,184.0,308.0
6,828,204.0,540.0
6,834,184.0,308.0
6,835,204.0,540.0
6,836,184.0,308.0
6,837,204.0,540.0
6,842,184.0,308.0
6,843,204.0,540.0
6,848,184.0,308.0
6,849,204.0,540.0
6,856,184.0,308.0
6,857,204.0,540.0
6,858,184.0,308.0
6,859,204.0,540.0
6,874,184.0,308.0
6,875,204.0,540.0
6,879,184.0,308.0
6,881,204.0,540.0
6,888,184.0,308.0
6,889,204.0,540.0
6,891,184.0,308.0
6,893,204.0,540.0
6,894,184.0,308.0
6,897,204.0,540.0
6,899,184.0,308.0
6,901,204.0,540.0
6,916,184.0,249.0
6,918,204.0,481.0
6,919,184.0,249.0
6,920,204.0,481.0
6,921,184.0,249.0
6,923,204.0,481.0
6,925,184.0,249.0
6,928,204.0,481.0
6,934,184.0,249.0
6,935,204.0,481.0
6,938,184.0,249.0
6,939,204.0,481.0
6,940,184.0,308.0
6,941,204.0,481.0
6,947,184.0,308.0
6,948,204.0,481.0
6,950,184.0,308.0
6,951,204.0,481.0
6,954,184.0,308.0
6,956,204.0,540.0
6,961,184.0,308.0
6,962,204.0,540.0
6,972,184.0,308.0
6,973,204.0,599.0
6,975,184.0,308.0
6,976,204.0,599.0
6,977,184.0,308.0
6,999,204.0,224.0
7,0,-4857.0,-14990.0
7,1,-4475.0,-10522.0
7,2,-4067.0,-11205.0
7,4,-3132.0,-8867.0
7,5,-5502.0,-8179.0
7,8,-3132.0,-8867.0
7,9,-3132.0,-7644.0
7,10,-4405.0,-10834.0
7,11,-5836.0,-7782.0
7,12,-5069.0,-6740.0
7,15,-1401.0,-7263.0
7,18,-5412.0,-6591.0
7,19,-1401.0,-7263.0
7,22,-3753.0,-6022.0
7,24,-4856.0,-5581.0
7,25,-2767.0,-6040.0
7,26,-3936.0,-5773.0
7,27,-2767.0,-6040.0
7,28,-3753.0,-6022.0
7,30,-4469.0,-4404.0
7,35,-2760.0,-5855.0
7,36,-2767.0,-4866.0
7,37,-1400.0,-4725.0
7,39,-2767.0,-3692.0
7,40,-4491.0,-3507.0
7,42,-1845.0,-2874.0
7,44,-2477.0,-2012.0
7,45,-3472.0,-4407.0
7,46,-3121.0,-3191.0
7,50,-4343.0,-4350.0
7,51,-2965.0,-4340.0
7,55,-4087.0,-3507.0
7,57,-2595.0,-1451.0
7,59,-2421.0,-2523.0
7,63,-4028.0,-3527.0
7,64,-1911.0,-2367.0
7,65,-2421.0,-2523.0
7,71,-3121.0,-2017.0
7,72,-2853.0,-2017.0
7,73,-2735.0,-3055.0
7,74,-3036.0,-794.0
7,76,-2428.0,-2448.0
7,77,-2853.0,-2017.0
7,79,-2391.0,-1985.0
7,81,-1389.0,-2508.0
7,82,-2317.0,-1125.0
7,84,-2428.0,-1225.0
7,87,-2302.0,-1881.0
7,88,-2428.0,-1225.0
7,89,-2428.0,-2399.0
7,91,-2391.0,-1985.0
7,93,-1010.0,-1985.0
7,94,-2302.0,-1881.0
7,99,-1384.0,-1334.0
7,101,-2184.0,-1110.0
7,111,-1093.0,141.0
7,113,-1813.0,-852.0
7,121,-561.0,-1217.0
7,131,-1195.0,-1193.0
7,132,-561.0,-1217.0
7,139,-561.0,6.0
7,140,-1195.0,-1193.0
7,148,-982.0,-350.0
7,150,-1113.0,-1111.0
7,207,-1113.0,112.0
7,212,-946.0,557.0
7,224,-868.0,-870.0
7,225,-910.0,557.0
7,237,-839.0,-617.0
7,238,-868.0,-870.0
7,240,-839.0,-617.0
7,241,-784.0,-526.0
7,242,-868.0,-870.0
7,244,-839.0,-617.0
7,248,-868.0,-870.0
7,249,-839.0,-617.0
7,255,-868.0,-870.0
7,257,-839.0,-617.0
7,264,-881.0,4.0
7,266,-868.0,-811.0
7,268,-839.0,-617.0
7,272,-868.0,-811.0
7,273,-864.0,-617.0
7,277,-868.0,-811.0
7,279,-881.0,4.0
7,280,-864.0,-617.0
7,282,-881.0,4.0
7,283,-868.0,-811.0
7,284,-864.0,-617.0
7,285,-868.0,-811.0
7,286,-864.0,-617.0
7,287,-868.0,-811.0
7,289,-864.0,-676.0
7,290,-868.0,-811.0
7,291,-864.0,-676.0
7,292,-881.0,4.0
7,295,-864.0,-676.0
7,297,-868.0,-811.0
7,301,-864.0,-676.0
7,303,-881.0,-263.0
7,304,-868.0,-811.0
7,308,-864.0,-676.0
7,309,-881.0,-263.0
7,311,-868.0,-811.0
7,312,-864.0,-676.0
7,316,-881.0,-263.0
7,318,-864.0,-676.0
7,319,-868.0,-811.0
7,322,-864.0,-676.0
7,324,-881.0,-263.0
7,326,-596.0,575.0
7,327,-583.0,-658.0
7,336,-545.0,92.0
7,337,-596.0,575.0
7,344,-596.0,-599.0
7,346,-214.0,-268.0
7,350,-543.0,-540.0
7,351,-545.0,82.0
7,352,-543.0,-540.0
7,355,-545.0,82.0
7,356,-543.0,-540.0
7,357,-545.0,82.0
7,358,-543.0,683.0
7,359,-545.0,82.0
7,360,-543.0,683.0
7,361,-596.0,-599.0
7,362,-545.0,82.0
7,365,-543.0,683.0
7,366,-545.0,82.0
7,368,-543.0,683.0
7,369,-597.0,-589.0
7,370,-545.0,82.0
7,372,-543.0,683.0
7,373,-545.0,82.0
7,378,-543.0,624.0
7,379,-596.0,-599.0
7,380,-545.0,82.0
7,381,-543.0,624.0
7,383,-545.0,82.0
7,384,-543.0,624.0
7,385,-545.0,82.0
7,386,-543.0,624.0
7,387,-545.0,82.0
7,389,-543.0,624.0
7,390,-573.0,-589.0
7,393,-545.0,82.0
7,395,619.0,-550.0
7,397,-573.0,-589.0
7,398,-545.0,82.0
7,400,619.0,-550.0
7,405,161.0,-350.0
7,408,-545.0,82.0
7,410,-573.0,-589.0
7,412,-545.0,82.0
7,416,-596.0,-599.0
7,417,-545.0,82.0
7,431,-596.0,-599.0
7,434,-545.0,82.0
7,441,-524.0,-389.0
7,447,-545.0,82.0
7,448,-524.0,-389.0
7,450,-545.0,82.0
7,451,-524.0,-389.0
7,457,-533.0,23.0
7,458,-488.0,-342.0
7,459,-524.0,-448.0
7,462,-488.0,-342.0
7,463,-524.0,-448.0
7,470,-533.0,23.0
7,471,-524.0,-448.0
